INDEX,YEAR,MN,HR,DT,SLP,MSLP,DBT,WBT,DPT,RH,VP,DD,FFF,AW,VV,Cl,A,Cm,A,Ch,A,Dl,Dm,Dh,TC,h,c,a,Ht,RF,EVP,DW,P,H,WAT,
42631,2010,01,00,01,1010.6,1013.2,11.0,8.6,5.8,071,9.2,00,000,  ,96,0,0,0,0,0,0,0,0,0,0,9, ,9  , , ,  ,0000,   ,  , , ,   ,
42631,2010,01,00,02,1009.9,1012.4,15.0,9.8,3.7,047,7.9,00,000,  ,96,0,0,3,4,0,0,0, ,0,4,8, ,8  , , ,  ,0000,   ,  , , ,   ,
42631,2010,01,00,03,1013.5,1016.0,17.6,16.4,15.6,088,17.7,00,000,  ,96,8,3,3,4,0,0, , ,0,6,5, ,5  , , ,  ,0000,   ,  , , ,   ,
42631,2010,01,00,04,1015.6,1018.2,9.8,9.0,8.2,088,10.9,00,000,  ,96,0,0,0,0,0,0,0,0,0,0,9, ,9  , , ,  ,0000,   ,  , , ,   ,
42631,2010,01,00,05,1013.0,1015.6,11.0,10.4,9.8,092,12.1,00,000,  ,96,0,0,0,0,0,0,0,0,0,0,9, ,9  , , ,  ,0000,   ,  , , ,   ,
42631,2010,01,00,06,1010.8,1013.4,10.6,10.0,9.4,092,11.8,00,000,  ,96,0,0,0,0,0,0,0,0,0,0,9, ,9  , , ,  ,0000,   ,  , , ,   ,
42631,2010,01,00,07,1010.6,1013.2,9.4,8.6,7.7,089,10.5,00,000,  ,96,0,0,0,0,0,0,0,0,0,0,9, ,9  , , ,  ,0000,   ,  , , ,   ,
42631,2010,01,00,08,1012.1,1014.7,19.0,11.6,9.3,073,11.7,00,000,  ,96,0,0,6,2,0,0,0, ,0,2,8, ,8  , , ,  ,0000,   ,  , , ,   ,
42631,2010,01,00,09,1012.3,1014.9,15.0,11.2,7.3,060,10.2,36,006,  ,96,0,0,0,0,0,0,0,0,0,0,9, ,9  , , ,  ,0000,   ,  , , ,   ,
42631,2010,01,00,10,1012.2,1014.8,15.0,10.2,4.8,050,8.6,00,000,  ,96,0,0,0,0,0,0,0,0,0,0,9, ,9  , , ,  ,0000,   ,  , , ,   ,
42631,2010,01,00,11,1012.6,1015.2,13.6,9.6,5.0,056,8.8,00,000,  ,96,0,0,0,0,0,0,0,0,0,0,9, ,9  , , ,  ,0000,   ,  , , ,   ,
42631,2010,01,00,12,1011.9,1014.4,16.2,12.6,9.3,063,11.7,00,000,  ,96,0,0,0,0,0,0,0,0,0,0,9, ,9  , , ,  ,0000,   ,  , , ,   ,
42631,2010,01,00,13,1015.3,1017.9,8.2,7.4,6.5,089,9.7,00,000,  ,96,0,0,0,0,0,0,0,0,0,0,9, ,9  , , ,  ,0000,   ,  , , ,   ,
42631,2010,01,00,14,1017.9,1020.5,6.8,5.0,2.5,074,7.3,00,000,  ,96,0,0,0,0,0,0,0,0,0,0,9, ,9  , , ,  ,0000,   ,  , , ,   ,
42631,2010,01,00,15,1017.6,1020.2,8.0,6.2,3.9,075,8.0,00,000,  ,96,0,0,0,0,0,0,0,0,0,0,9, ,9  , , ,  ,0000,   ,  , , ,   ,
42631,2010,01,00,16,1017.9,1020.5,7.6,6.4,4.9,083,8.7,00,000,  ,96,0,0,0,0,0,0,0,0,0,0,9, ,9  , , ,  ,0000,   ,  , , ,   ,
42631,2010,01,00,17,1016.8,1019.4,8.4,6.4,3.8,073,8.0,00,000,  ,96,0,0,0,0,0,0,0,0,0,0,9, ,9  , , ,  ,0000,   ,  , , ,   ,
42631,2010,01,00,18,1016.5,1019.1,8.0,7.0,5.8,086,9.2,00,000,  ,96,0,0,0,0,0,0,0,0,0,0,9, ,9  , , ,  ,0000,   ,  , , ,   ,
42631,2010,01,00,19,1014.7,1017.3,7.8,6.4,4.6,080,8.4,00,000,  ,96,0,0,0,0,0,0,0,0,0,0,9, ,9  , , ,  ,0000,   ,  , , ,   ,
42631,2010,01,00,20,1013.6,1016.2,8.4,6.0,2.7,068,7.4,00,000,  ,96,0,0,0,0,0,0,0,0,0,0,9, ,9  , , ,  ,0000,   ,  , , ,   ,
42631,2010,01,00,21,1014.6,1017.2,12.2,9.4,6.3,067,9.5,00,000,  ,96,0,0,0,0,0,0,0,0,0,0,9, ,9  , , ,  ,0000,   ,  , , ,   ,
42631,2010,01,00,22,1012.5,1015.1,12.4,9.0,5.1,061,8.8,00,000,  ,96,0,0,0,0,0,0,0,0,0,0,9, ,9  , , ,  ,0000,   ,  , , ,   ,
42631,2010,01,00,23,1013.2,1015.8,9.0,7.8,6.4,084,9.6,00,000,  ,96,0,0,0,0,0,0,0,0,0,0,9, ,9  , , ,  ,0000,   ,  , , ,   ,
42631,2010,01,00,24,1011.8,1014.4,14.2,13.8,13.5,095,15.5,00,000,  ,93,0,0,0,0,0,0,0,0,0,0,9, ,9  , , ,  ,0000,   ,  , , ,   ,
42631,2010,01,00,25,1012.7,1015.3,13.8,10.4,6.8,063,9.9,00,000,  ,96,0,0,0,0,0,0,0,0,0,0,9, ,9  , , ,  ,0000,   ,  , , ,   ,
