INDEX,YEAR,MN,HR,DT,SLP,MSLP,DBT,WBT,DPT,RH,VP,DD,FFF,AW,VV,Cl,A,Cm,A,Ch,A,Dl,Dm,Dh,TC,h,c,a,Ht,RF,EVP,DW,P,H,WAT,
43279,2010,01,12,01,1013.1,1014.9,24.0,22.6,21.9,088,26.3,00,000,02,96,5,1,0,0,0,0,9,0,0,1,5,6,561,6,1,20,0000,020,  , , ,223,
43279,2010,01,12,02,1014.0,1015.8,24.0,22.6,21.9,088,26.3,00,000,03,96,5,1,0,0,0,0,9,0,0,1,5,6,561,6,1,20,0000,017,  , , ,295,
43279,2010,01,12,03,1014.7,1016.5,25.2,22.0,20.3,074,23.8,00,000,05,96,8,1,0,0,0,0,9,0,0,1,5,6,561,6,1,20,0000,020,  , , ,222,
43279,2010,01,12,04,1013.6,1015.4,22.0,20.4,19.5,086,22.7,00,000,03,96,5,1,3,3,0,0,9,9,0,4,5,6,561,6,1,20,0000,005,  , , ,199,
43279,2010,01,12,05,1011.3,1013.1,22.0,20.8,20.1,089,23.5,29,004,02,95,5,1,0,0,0,0,9,0,0,1,5,6,561,6,1,20,0000,005,  , , ,200,
43279,2010,01,12,06,1011.6,1013.4,23.4,22.0,21.3,088,25.3,09,010,02,96,8,5,0,0,0,0,9,0,0,5,5,6,562,6,2,20,0000,018,  , , ,210,
43279,2010,01,12,07,1011.8,1013.6,25.4,21.6,19.5,070,22.7,02,004,04,96,5,3,2,3,1,1,9,9,9,7,5,6,563,6,3,20,0001,016,  , , ,235,
43279,2010,01,12,08,1012.6,1014.4,25.0,22.4,21.1,079,25.0,00,000,06,96,5,3,7,5, , ,9,9, ,8,4,6,463,6,3,18,0000,015,  , , ,235,
43279,2010,01,12,09,1011.6,1013.4,25.0,23.6,22.9,088,27.9,05,006,04,96,5,3,3,3,0,0,9,9,0,6,5,6,563,6,3,20,0004,014,  , , ,235,
43279,2010,01,12,10,1012.7,1014.5,25.0,22.6,21.4,080,25.5,36,006,05,96,5,3,7,4,0,0,9,9,0,7,5,6,563,6,3,20,0000,015,  , , ,230,
43279,2010,01,12,11,1014.1,1015.9,26.0,25.0,24.6,092,30.9,02,004,02,96,5,1,5,6,0,0,9,9,0,7,5,6,561,6,1,20,0000,020,  , , ,255,
43279,2010,01,12,12,1014.7,1016.5,26.4,24.4,23.5,084,28.9,00,000,02,96,5,2,0,0,0,0,9,0,0,2,5,6,562,6,2,20,0000,020,  , , ,252,
43279,2010,01,12,13,1014.9,1016.7,26.2,25.0,24.5,090,30.7,00,000,03,91,4,5,0,0,0,0,0,9,0,5,5,6,563,6,3,20,0000,010,  , , ,253,
43279,2010,01,12,14,1016.0,1017.8,25.6,24.4,23.9,090,29.7,00,000,04,96,5,3,0,0,0,0,9,0,0,3,5,6,562,6,2,20,0000,012,  , , ,250,
43279,2010,01,12,15,1017.1,1018.9,26.8,22.6,20.4,068,24.0,07,002,04,97,8,4,0,0,0,0,9,0,0,4,5,6,563,6,3,20,0000,020,  , , ,243,
43279,2010,01,12,16,1018.1,1019.9,24.4,22.4,21.4,083,25.5,36,002,03,97,5,2,0,0,1,1,9,0,9,3,5,6,561,6,1,20,0000,020,  , , ,224,
43279,2010,01,12,17,1018.0,1019.8,25.0,23.0,22.0,084,26.4,29,004,03,96,5,1,0,0,1,1,9,0,9,2,5,6,561,6,1,20,0000,020,  , , ,225,
43279,2010,01,12,18,1017.2,1019.0,24.6,23.4,22.8,090,27.7,00,000,03,97,0,0,0,0,1,2,0,0,9,2,9,0,902,0,2,75,0000,010,  , , ,233,
