INDEX,YEAR,MN,HR,DT,SLP,MSLP,DBT,WBT,DPT,RH,VP,DD,FFF,AW,VV,Cl,A,Cm,A,Ch,A,Dl,Dm,Dh,TC,h,c,a,Ht,RF,EVP,DW,P,H,WAT,
43371,2010,01,00,01,1001.8,1009.1,23.6,22.8,22.4,093,27.1,00,000,  ,96,5,2,0,0,1,1,9,9,3,3,5,6,562,6,2,20,0000,   ,  , , ,   ,
43371,2010,01,00,02,1003.9,1011.2,25.4,24.6,24.2,093,30.2,00,000,  ,96,5,1,3,2,1,2,9,9,9,5,5,6,561,6,1,20,0000,   ,  , , ,   ,
43371,2010,01,00,03,1004.6,1011.9,24.0,22.8,22.2,090,26.7,00,000,  ,96,5,2,0,0,7,3,9,0,9,5,5,6,562,6,2,20,0000,   ,  , , ,   ,
43371,2010,01,00,04,1003.9,1011.2,24.8,23.2,22.4,087,27.1,00,000,  ,96,8,4,0,0,2,3,9,0,9,7,5,6,563,6,3,20,0000,   ,  , , ,   ,
43371,2010,01,00,05,1003.0,1010.3,23.4,22.2,21.6,090,25.8,00,000,  ,96,8,2,0,0,2,2,9,0,9,4,5,6,562,6,2,20,0000,   ,  , , ,   ,
43371,2010,01,00,06,1002.5,1009.9,22.4,20.6,19.6,084,22.8,00,000,  ,96,4,2,0,0,0,0,9,0,9,2,5,6,562,6,2,20,0000,   ,  , , ,   ,
43371,2010,01,00,07,1002.8,1010.2,22.6,21.0,20.1,086,23.5,00,000,  ,96,5,1,0,0,2,2,9,0,9,3,5,6,561,6,1,20,0000,   ,  , , ,   ,
43371,2010,01,00,08,1002.7,1010.0,23.4,22.0,21.3,088,29.3,00,000,  ,96,5,1,3,5,0,0,9,9,0,6,5,6,561,6,1,20,0000,   ,  , , ,   ,
43371,2010,01,00,09,1002.4,1009.7,24.6,23.6,23.1,091,28.3,00,000,  ,96,0,0,0,0,2,2,0,0,9,2,9,6,962,6,2,75,0000,   ,  , , ,   ,
43371,2010,01,00,10,1003.3,1010.6,24.0,23.8,23.7,098,29.3,00,000,  ,96,9,4,2,2,2,2,9,9,9,8,4,6,463,6,3,18,0032,   ,  , , ,   ,
43371,2010,01,00,11,1005.1,1012.5,23.0,21.4,20.5,086,24.1,00,000,  ,96,5,3,0,0,2,3,9,0,9,6,5,6,563,6,3,20,0000,   ,  , , ,   ,
